track_id,first_frame,last_frame,duration_seconds,total_distance_pixels,average_speed_pixels_per_second,min_x,max_x,min_y,max_y,path_length
411,575,607,1.0666666666666664,657.3762062212554,616.2901933324271,-558,98,1075,1114,33
417,581,647,2.1999999999999993,1079.95155840385,490.88707200175014,270,791,1243,1570,67
419,584,651,2.2333333333333343,483.65688943825245,216.56278631563532,63,241,85,193,68
423,594,649,1.8333333333333321,342.6373399074464,186.89309449497088,-15,211,107,266,56
424,599,631,1.06666666666667,64.88321330258519,60.82801247117343,2807,2852,2,46,33
429,605,637,1.0666666666666664,66.06793159707802,61.938685872260656,2803,2842,-18,34,33
430,608,648,1.3333333333333357,442.0278164907867,331.5208623680894,125,505,152,285,41
433,611,642,1.0333333333333314,81.36577217135786,78.74106984324969,2766,2831,-27,20,32
434,612,642,1.0,482.21151008058035,482.21151008058035,2545,3025,-33,10,31
435,612,659,1.5666666666666664,47.96399003885764,30.6153127907602,1396,1429,253,268,48
436,613,668,1.8333333333333321,66.47870866461908,36.261113817064974,1675,1739,327,330,56
439,615,687,2.3999999999999986,131.64024925750908,54.85010385729549,2451,2540,247,279,73
440,615,663,1.6000000000000014,562.303155908939,351.4394724430865,-180,296,199,331,49
442,621,655,1.1333333333333329,10.414213562373096,9.189011966799795,2773,2774,1278,1284,35
445,624,704,2.6666666666666643,850.3828945586437,318.89358545949165,54,377,23,379,81
446,626,684,1.9333333333333336,1288.60795145119,666.5213541988913,689,1775,1137,1331,59
447,626,688,2.0666666666666664,148.75340796830102,71.97745546853275,2042,2103,-34,93,63
448,628,723,3.166666666666668,367.72635883536446,116.12411331643084,218,456,-48,195,96
449,631,675,1.466666666666665,936.3529513904438,638.4224668571214,2142,2976,1364,1782,45
451,635,676,1.3666666666666671,35.963990038857645,26.315114662578754,849,869,236,258,42
453,637,696,1.966666666666665,44.638263819321516,22.697422281010958,1397,1413,232,251,60
454,637,678,1.3666666666666671,112.35180169799784,82.20863538877889,85,107,190,266,42
458,640,677,1.2333333333333343,304.98344009142454,247.28387034439808,37,330,383,462,38
459,641,688,1.5666666666666664,371.15548903963565,236.9077589614696,38,387,178,256,48
461,651,723,2.400000000000002,1432.1715390359868,596.7381412649939,999,1802,100,877,73
462,654,907,8.433333333333334,622.6412625256064,73.83097974611934,2588,2861,300,584,254
464,660,700,1.3333333333333321,491.48311292188873,368.6123346914169,113,597,178,226,41
465,665,700,1.1666666666666643,72.91215322846618,62.49613133868542,395,410,276,322,36
467,669,729,2.0,303.3074555668246,151.6537277834123,231,315,152,237,61
469,676,751,2.5,684.1916090479011,273.6766436191605,227,652,231,313,76
471,679,730,1.6999999999999993,1515.2727789112548,891.3369287713267,2080,3555,681,908,52
473,682,733,1.6999999999999993,681.3587829908489,400.7992841122642,36,653,1329,1582,52
475,682,726,1.466666666666665,65.12803809407268,44.40548051868597,1616,1662,289,325,45
476,686,719,1.0999999999999979,1165.9305876406704,1059.936897855157,1195,2216,-30,527,34
477,689,760,2.366666666666667,1091.9715189046478,461.3964164385835,2111,2776,1063,1286,72
478,689,791,3.400000000000002,1766.166739215813,519.4608056517094,1703,3156,396,1028,103
480,692,844,5.066666666666666,552.366759478223,109.01975516017559,583,965,113,333,153
481,695,747,1.7333333333333307,987.2393918418942,569.5611876010937,1336,2296,310,457,53
482,696,732,1.1999999999999993,1082.377442198384,901.9812018319872,2680,3419,663,1320,37
483,699,738,1.3000000000000007,878.3407029634405,675.6466945872615,66,632,1224,1877,40
487,711,742,1.033333333333335,146.46608057007936,141.74136829362496,1643,1680,182,323,32
490,713,792,2.633333333333333,1687.001943991383,640.6336496169811,-62,707,-141,337,80
492,717,747,1.0,71.89625442656285,71.89625442656285,2840,2902,507,542,31
493,717,747,1.0,237.38235655335822,237.38235655335822,1730,1967,244,250,31
494,718,763,1.5,195.33767185310828,130.22511456873886,169,263,275,333,46
498,722,752,1.0,193.08276253029823,193.08276253029823,8,9,-139,54,31
500,724,841,3.900000000000002,2505.729242328998,642.4946775202556,673,2541,618,1396,118
503,730,786,1.8666666666666671,1406.6883089858704,753.5830226710018,234,907,1205,1662,57
505,733,769,1.1999999999999993,38.02848514110363,31.690404284253045,867,883,273,303,37
508,735,767,1.0666666666666664,277.0956273657032,259.7771506553468,24,213,33,235,33
513,750,784,1.1333333333333329,936.5119406980473,826.3340653218067,897,1804,444,451,35
514,751,861,3.6666666666666643,1908.24373520064,520.4301096001749,538,1324,1164,1736,111
517,753,796,1.4333333333333336,106.76937934263445,74.49026465765193,1417,1455,296,392,44
519,755,839,2.799999999999997,631.8477165158802,225.65989875567172,1338,1708,346,431,85
524,764,936,5.733333333333334,3076.1129293331305,536.5313248836854,1420,3494,104,495,173
526,765,804,1.3000000000000007,103.96907506638028,79.97621158952325,2148,2195,145,236,40
527,766,829,2.099999999999998,1594.055729981284,759.0741571339455,460,1994,270,370,64
528,767,832,2.166666666666668,404.5419558191206,186.71167191651708,2162,2499,159,218,66
529,769,809,1.3333333333333321,581.8019705479592,436.3514779109698,2455,2746,1251,1389,41
530,772,818,1.5333333333333314,1385.5925872046012,903.6473394812627,621,1702,40,385,47
533,778,920,4.733333333333334,347.105163819894,73.33207686335787,2163,2372,-26,188,143
534,779,831,1.7333333333333343,1123.5711177341293,648.2141063850743,2281,3019,666,1179,53
537,786,831,1.5,289.9614745313447,193.30764968756316,2657,2836,895,941,46
539,789,920,4.366666666666667,2507.789202599935,574.3028708244125,1029,3076,365,970,132
540,792,830,1.2666666666666693,173.5539153077985,137.01624892720906,2646,2774,775,854,39
541,793,878,2.833333333333332,205.4702467892246,72.51891063149107,2711,2859,60,107,86
542,793,840,1.5666666666666664,502.46064475696056,320.7195604831664,867,905,-256,239,48
545,812,842,1.0,49.5870286298333,49.5870286298333,2542,2571,146,185,31
546,812,846,1.1333333333333329,645.3822359500209,569.4549140735481,128,767,403,484,35
549,816,905,2.9666666666666686,1263.438828443471,425.87825677869785,1892,2971,724,841,90
551,821,858,1.2333333333333343,961.5025400624257,779.5966541046689,123,1083,838,877,38
552,823,868,1.5,1664.5037562685966,1109.669170845731,534,2188,464,511,46
553,830,887,1.8999999999999986,213.0265142201678,112.11921801061472,449,589,21,166,58
554,833,881,1.6000000000000014,971.7884184917039,607.3677615573143,533,1483,710,865,49
555,839,877,1.2666666666666693,1056.202203184467,833.8438446193143,1154,2200,431,483,39
556,840,975,4.5,2327.4374002189365,517.2083111597636,66,1756,824,1167,136
561,850,942,3.0666666666666664,3156.9780119924576,1029.4493517366711,1492,4418,1164,1582,93
565,855,1087,7.733333333333334,2335.153192647108,301.95946456643634,325,1657,-128,806,233
566,855,885,1.0,52.26674742122904,52.26674742122904,840,886,11,30,31
568,859,915,1.8666666666666671,645.4819839973234,345.793919998566,840,1444,-22,82,57
569,862,904,1.3999999999999986,128.69715771638514,91.92654122598948,401,513,46,106,43
571,866,901,1.1666666666666679,51.65317963360719,44.27415397166326,634,670,148,184,36
577,875,951,2.5333333333333314,1237.4629204913524,488.47220545711315,2117,2877,170,373,77
578,875,911,1.1999999999999993,78.68647728754104,65.57206440628424,1302,1349,269,329,37
580,878,996,3.933333333333337,502.07392394200696,127.64591286661181,1123,1530,183,328,119
583,881,911,1.0,415.7270567662995,415.7270567662995,2174,2589,148,168,31
585,883,936,1.7666666666666657,1053.8254498280417,596.5049716007786,2248,3276,183,268,54
586,883,914,1.0333333333333314,530.297520767867,513.1911491301948,1049,1569,88,188,32
588,885,937,1.7333333333333343,127.40542725459788,73.50313110842181,343,458,33,80,53
589,887,919,1.0666666666666664,178.94243955953516,167.75853708706424,1095,1131,-153,21,33
590,887,919,1.0666666666666664,299.2081559951368,280.5076462454408,2116,2340,8,204,33
592,889,929,1.3333333333333321,89.48171037456795,67.11128278092602,1325,1388,245,302,41
593,889,959,2.333333333333332,141.78939782539948,60.766884782314094,1126,1233,253,325,71
594,892,925,1.0999999999999979,68.30399957457779,62.09454506779811,599,649,106,150,34
595,892,929,1.2333333333333307,67.65703479948215,54.85705524282348,35,92,88,114,38
596,892,924,1.0666666666666664,576.418589901504,540.3924280326601,2795,3319,703,885,33
598,895,941,1.533333333333335,861.7223580292155,561.992842192966,2500,2956,36,209,47
600,895,933,1.2666666666666693,249.8001340021956,197.21063210699612,42,283,151,214,39
602,896,1062,5.533333333333331,3285.9587187097604,593.8479612126075,1313,2560,424,1228,167
604,897,929,1.0666666666666664,34.72792206135786,32.557426932523,2333,2363,0,10,33
605,897,930,1.1000000000000014,758.7157532788974,689.7415938899059,2352,3108,65,127,34
606,903,984,2.6999999999999957,128.15844142134392,47.46608941531264,790,904,266,295,82
607,906,956,1.6666666666666679,178.70746108502232,107.22447665101332,-22,99,154,175,51
609,908,956,1.6000000000000014,134.57660209918203,84.11037631198869,1350,1416,159,273,49
610,909,979,2.333333333333332,419.7992166946612,179.91395001199774,170,299,89,213,71
611,913,945,1.0666666666666664,677.6288947849444,635.2770888608854,2112,2650,-302,104,33
612,914,955,1.3666666666666671,156.8736161125113,114.78557276525213,244,384,-17,50,42
613,914,950,1.2000000000000028,43.449271413096206,36.207726177580085,2321,2338,555,591,37
614,915,945,1.0,729.0399840127873,729.0399840127873,2631,3360,89,91,31
617,920,962,1.4000000000000021,924.2763867426291,660.1974191018769,2669,3037,199,915,43
620,922,957,1.1666666666666643,529.1807125503633,453.5834679003123,2626,2847,224,626,36
622,923,956,1.1000000000000014,1495.4182455329558,1359.4711323026854,2669,4101,343,773,34
623,925,961,1.1999999999999993,660.1729299886755,550.1441083238966,2702,3360,238,249,37
624,927,1016,2.9666666666666686,195.06891005852356,65.75356518826632,2494,2600,108,254,90
628,931,983,1.7333333333333307,180.2886475757741,104.01268129371599,1382,1426,47,219,53
634,956,988,1.0666666666666629,302.3800581864288,283.48130454977803,275,561,31,129,33
637,960,991,1.0333333333333314,65.1913012023697,63.088356002293374,1412,1429,56,117,32
639,967,1005,1.2666666666666657,37.62741699796952,29.7058555247128,28,46,124,151,39
640,968,1012,1.4666666666666686,109.10874738126002,74.39232775994992,1416,1429,-13,91,45
642,979,1025,1.5333333333333314,19.242640687119287,12.549548274208247,1529,1544,274,279,47
643,981,1023,1.3999999999999986,630.7374386197383,450.5267418712421,2003,2338,614,759,43
644,981,1064,2.7666666666666657,276.29030658283676,99.86396623476031,1242,1509,183,220,84
645,982,1017,1.1666666666666643,34.86348497546931,29.8829871218309,2132,2154,418,441,36
646,984,1017,1.1000000000000014,144.7127975195978,131.55708865417967,636,776,64,100,34
648,984,1015,1.0333333333333385,211.9188899399349,205.082796716065,1173,1373,490,559,32
650,986,1096,3.6666666666666643,1423.7698857595826,388.30087793443187,2172,3184,586,705,111
653,996,1081,2.8333333333333286,103.40888304495995,36.49725283939769,2512,2572,89,134,86
654,996,1026,1.0,39.52033922496169,39.52033922496169,684,715,88,109,31
660,1011,1047,1.1999999999999957,68.77436513453067,57.311970945442425,680,701,121,184,37
661,1012,1042,1.0,12.0,12.0,2249,2251,1239,1249,31
664,1013,1123,3.6666666666666643,771.6906166478067,210.4610772675838,1443,1862,241,685,111
665,1019,1050,1.0333333333333314,120.78851497395688,116.89211126511978,1560,1637,18,110,32
666,1023,1067,1.4666666666666686,468.4190945006656,319.3766553413625,1378,1607,43,447,45
667,1025,1062,1.2333333333333343,81.31281329580149,65.92930807767684,2339,2386,324,388,38
668,1027,1123,3.1999999999999957,241.51483232554304,75.4733851017323,2177,2340,319,419,97
669,1029,1061,1.06666666666667,94.81781345964063,88.89170011841281,597,675,161,213,33
673,1040,1072,1.06666666666667,120.17452179212798,112.66361418011962,551,643,186,262,33
674,1045,1080,1.1666666666666643,78.77388364066896,67.5204716920021,2365,2393,285,357,36
675,1046,1123,2.566666666666663,88.16779396410726,34.35108855744444,2816,2867,405,438,78
676,1047,1123,2.5333333333333314,1581.2242477770903,624.1674662277993,534,928,1240,1559,77
677,1048,1081,1.1000000000000014,1199.1706856458622,1090.1551687689644,-513,671,1561,1690,34
678,1048,1085,1.2333333333333343,183.14390095699412,148.49505482999513,2632,2800,575,644,38
679,1048,1079,1.0333333333333385,119.14960307453478,115.3060674914847,517,612,209,280,32
680,1048,1123,2.5,295.52467359285504,118.20986943714202,1451,1738,172,197,76
681,1049,1084,1.1666666666666643,2066.2374683428657,1771.0606871510313,1785,3832,16,184,36
682,1049,1084,1.1666666666666643,39.13556291411146,33.544768212095605,2287,2295,653,676,36
683,1053,1084,1.0333333333333314,124.43577847336344,120.42172110325517,527,553,23,144,32
684,1055,1123,2.2666666666666657,514.648321203033,227.05072994251466,1783,1921,38,478,69
688,1061,1099,1.2666666666666657,361.38237544383315,285.3018753503948,452,635,-189,118,39
694,1065,1095,1.0,189.71787809372702,189.71787809372702,2470,2630,62,163,31
695,1065,1100,1.1666666666666643,1710.1617041629595,1465.8528892825398,2556,3799,228,1401,36
696,1066,1123,1.8999999999999986,1134.1789036936718,596.936265101933,-365,554,210,645,58
697,1066,1103,1.2333333333333343,858.897451656167,696.4033391806754,2778,3268,403,1004,38
698,1067,1123,1.86666666666666,53.59840365402559,28.713430528942382,2539,2553,81,97,57
699,1067,1100,1.0999999999999943,795.9961757946171,723.6328870860193,2717,3239,139,730,34
701,1070,1123,1.7666666666666657,99.68251258986868,56.424063730114376,34,127,122,139,54
702,1072,1108,1.1999999999999957,73.57612422219852,61.313436851832314,2397,2424,235,301,37
703,1077,1123,1.5333333333333314,425.7538580091316,277.6655595711731,1597,1840,696,794,47
704,1078,1108,1.0,599.1308473598891,599.1308473598891,661,1228,1207,1400,31
705,1080,1110,1.0,139.3905370369863,139.3905370369863,535,647,-71,11,31
706,1081,1123,1.3999999999999986,270.0137227857633,192.866944846974,1760,2011,442,502,43
708,1088,1121,1.1000000000000014,88.86200466220976,80.78364060200876,2412,2472,202,265,34
710,1096,1123,0.8999999999999986,53.973511238318984,59.970568042576744,2469,2483,9,56,28
711,1101,1123,0.7333333333333272,66.5419514283636,90.73902467504205,2426,2449,176,238,23
713,1102,1123,0.6999999999999957,608.7083426260727,869.5833466086807,-376,209,472,589,22
719,1111,1123,0.3999999999999986,78.7262721394305,196.81568034857696,1934,1983,445,504,13
720,1113,1123,0.3333333333333286,27.032759252836126,81.09827775850952,2440,2445,185,211,11
721,1117,1123,0.19999999999999574,6.414213562373095,32.07106781186616,2361,2366,335,336,7
723,1118,1123,0.1666666666666643,10.39834563766817,62.3900738260099,2318,2319,316,326,6
725,1119,1123,0.13333333333333286,60.628572010297944,454.71429007723617,811,832,1432,1476,5
726,1121,1123,0.06666666666666288,31.171521989657354,467.5728298448869,2794,2825,109,112,3
